0
"astrodon
"
"astrodonius
"
"astrodontaurus
"
"astrophocaudia
"
"asylosaurus
"
"atacamatitan
"
"atlantosaurus
"
"atlasaurus
"
"atlascopcosaurus
"
"atrociraptor
"
"atsinganosaurus
"
"aublysodon
"
"aucasaurus
"
"augustia
"
"augustynolophus
"
"auroraceratops
"
"aurornis
"
"australodocus
"
"australovenator
"
"austrocheirus
"
"austroposeidon
"
"austroraptor
"
"austrosaurus
"
"avaceratops
"
"avalonia
"
"avalonianus
"
"aviatyrannis
"
"avimimus
"
"avipes
"
"avisaurus
"
"azendohsaurus
"
"baalsaurus
"
"bactrosaurus
"
"bagaceratops
"
"bagaraatan
"
"bagualosaurus
"
"bahariasaurus
"
"bainoceratops
"
"bajadasaurus
"
"bakesaurus
"
"balaur
"
"balochisaurus
"
"bambiraptor
"
"banji
"
"bannykus
"
"baotianmansaurus
"
"barapasaurus
"
"barilium
"
"barosaurus
"
"barrosasaurus
"
"barsboldia
"
"baryonyx
"
"bashunosaurus
"
"basutodon
"
"bathygnathus
"
"batyrosaurus
"
"baurutitan
"
"bayannurosaurus
"
"bayosaurus
"
"becklespinax
"
"beelemodon
"
"beibeilong
"
"beipiaognathus
"
"beipiaosaurus
"
"beishanlong
"
"bellusaurus
"
"belodon
"
"berberosaurus
"
"betasuchus
"
"bicentenaria
"
"bienosaurus
"
"bihariosaurus
"
"bilbeyhallorum
"
"bissektipelta
"
"bistahieversor
"
"blancocerosaurus
"
"blasisaurus
"
"blikanasaurus
"
"bolong
"
"bonapartenykus
"
"bonapartesaurus
"
"bonatitan
"
"bonitasaura
"
"borealopelta
"
"borealosaurus
"
"boreonykus
"
"borogovia
"
"bothriospondylus
"
"brachiosaurus
"
"brachyceratops
"
"brachylophosaurus
"
"brachypodosaurus
"
"brachyrophus
"
"brachytaenius
"
"brachytrachelopan
"
"bradycneme
"
"brasileosaurus
"
"brasilotitan
"
"bravoceratops
"
"breviceratops
"
"brohisaurus
"
"brontomerus
"
"brontoraptor
"
"brontosaurus
"
"bruhathkayosaurus
"
"bugenasaura
"
"buitreraptor
"
"burianosaurus
"
"buriolestes
"
"byranjaffia
"
"byronosaurus
"
"caenagnathasia
"
"caenagnathus
"
"caihong
"
"calamosaurus
"
"calamospondylus
"
"calamospondylus
"
"callovosaurus
"
"camarasaurus
"
"camarillasaurus
"
"camelotia
"
"camposaurus
"
"camptonotus
"
"camptosaurus
"
"campylodon
"
"campylodoniscus
"
"canardia
"
"capitalsaurus
"
"carcharodontosaurus
"
"cardiodon
"
"carnotaurus
"
"caseosaurus
"
"cathartesaura
"
"cathetosaurus
"
"caudipteryx
"
"caudocoelus
"
"caulodon
"
"cedarosaurus
"
"cedarpelta
"
"cedrorestes
"
"centemodon
"
"centrosaurus
"
"cerasinops
"
"ceratonykus
"
"ceratops
"
"ceratosaurus
"
"cetiosauriscus
"
"cetiosaurus
"
"changchunsaurus
"
"changdusaurus
"
"changyuraptor
"
"chaoyangsaurus
"
"charonosaurus
"
"chasmosaurus
"
"chassternbergia
"
"chebsaurus
"
"chenanisaurus
"
"cheneosaurus
"
"chialingosaurus
"
"chiayusaurus
"
"chienkosaurus
"
"chihuahuasaurus
"
"chilantaisaurus
"
"chilesaurus
"
"chindesaurus
"
"chingkankousaurus
"
"chinshakiangosaurus
"
"chirostenotes
"
"choconsaurus
"
"chondrosteosaurus
"
"choyrodon
"
"chromogisaurus
"
"chuandongocoelurus
"
"chuanjiesaurus
"
"chuanqilong
"
"chubutisaurus
"
"chungkingosaurus
"
"chuxiongosaurus
"
"cinizasaurus
"
"cionodon
"
"citipati
"
"cladeiodon
"
"claorhynchus
"
"claosaurus
"
"clarencea
"
"clasmodosaurus
"
"clepsysaurus
"
"coahuilaceratops
"
"coelophysis
"
"coelosaurus
"
"coeluroides
"
"coelurosauravus
"
"coelurus
"
"colepiocephale
"
"coloradia
"
"coloradisaurus
"
"colossosaurus
"
"comahuesaurus
"
"comanchesaurus
"
"compsognathus
"
"compsosuchus
"
"concavenator
"
"conchoraptor
"
"condorraptor
"
"convolosaurus
"
"coronosaurus
"
"corythoraptor
"
"corythosaurus
"
"craspedodon
"
"crataeomus
"
"craterosaurus
"
"creosaurus
"
"crichtonpelta
"
"crichtonsaurus
"
"cristatusaurus
"
"crittendenceratops
"
"crosbysaurus
"
"cruxicheiros
"
"cryolophosaurus
"
"cryptodraco
"
"cryptoraptor
"
"cryptosaurus
"
"cryptovolans
"
"cumnoria
"
"daanosaurus
"
"dacentrurus
"
"dachongosaurus
"
"daemonosaurus
"
"dahalokely
"
"dakosaurus
"
"dakotadon
"
"dakotaraptor
"
"daliansaurus
"
"damalasaurus
"
"dandakosaurus
"
"danubiosaurus
"
"daptosaurus
"
"darwinsaurus
"
"dashanpusaurus
"
"daspletosaurus
"
"dasygnathoides
"
"dasygnathus
"
"datanglong
"
"datonglong
"
"datousaurus
"
"daurosaurus
"
"daxiatitan
"
"deinocheirus
"
"deinodon
"
"deinonychus
"
"delapparentia
"
"deltadromeus
"
"demandasaurus
"
"denversaurus
"
"deuterosaurus
"
"diabloceratops
"
"diamantinasaurus
"
"dianchungosaurus
"
"diceratops
"
"diceratus
"
"diclonius
"
"dicraeosaurus
"
"didanodon
"
"dilong
"
"dilophosaurus
"
"diluvicursor
"
"dimodosaurus
"
"dineobellator
"
"dinheirosaurus
"
"dinodocus
"
"dinosaurus
"
"dinotyrannus
"
"diplodocus
"
"diplotomodon
"
"diracodon
"
"dolichosuchus
"
"dollodon
"
"domeykosaurus
"
"dongbeititan
"
"dongyangopelta
"
"dongyangosaurus
"
"doratodon
"
"doryphorosaurus
"
"draconyx
"
"dracopelta
"
"dracoraptor
"
"dracorex
"
"dracovenator
"
"dravidosaurus
"
"dreadnoughtus
"
"drinker
"
"dromaeosauroides
"
"dromaeosaurus
"
"dromiceiomimus
"
"dromicosaurus
"
"drusilasaura
"
"dryosaurus
"
"dryptosauroides
"
"dryptosaurus
"
"dubreuillosaurus
"
"duranteceratops
"
"duriatitan
"
"duriavenator
"
"dynamosaurus
"
"dynamoterror
"
"dyoplosaurus
"
"dysalotosaurus
"
"dysganus
"
"dyslocosaurus
"
"dystrophaeus
"
"dystylosaurus
"
"echinodon
"
"edmarka
"
"edmontonia
"
"edmontosaurus
"
"efraasia
"
"einiosaurus
"
"ekrixinatosaurus
"
"elachistosuchus
"
"elaltitan
"
"elaphrosaurus
"
"elmisaurus
"
"elopteryx
"
"elosaurus
"
"elrhazosaurus
"
"elvisaurus
"
"emausaurus
"
"embasaurus
"
"enigmosaurus
"
"eoabelisaurus
"
"eobrontosaurus
"
"eocarcharia
"
"eoceratops
"
"eocursor
"
"eodromaeus
"
"eohadrosaurus
"
"eolambia
"
"eomamenchisaurus
"
"eoplophysis
"
"eoraptor
"
"eosinopteryx
"
"eotrachodon
"
"eotriceratops
"
"eotyrannus
"
"eousdryosaurus
"
"epachthosaurus
"
"epanterias
"
"ephoenosaurus
"
"epicampodon
"
"epichirostenotes
"
"epidendrosaurus
"
"epidexipteryx
"
"equijubus
"
"erectopus
"
"erketu
"
"erliansaurus
"
"erlikosaurus
"
"eshanosaurus
"
"euacanthus
"
"eucamerotus
"
"eucentrosaurus
"
"eucercosaurus
"
"eucnemesaurus
"
"eucoelophysis
"
"eugongbusaurus
"
"euhelopus
"
"euoplocephalus
"
"eupodosaurus
"
"eureodon
"
"eurolimnornis
"
"euronychodon
"
"europasaurus
"
"europatitan
"
"europelta
"
"euskelosaurus
"
"eustreptospondylus
"
"fabrosaurus
"
"falcarius
"
"fendusaurus
"
"fenestrosaurus
"
"ferganasaurus
"
"ferganastegos
"
"ferganocephale
"
"ferrisaurus
"
"foraminacephale
"
"fosterovenator
"
"fostoria
"
"frenguellisaurus
"
"fruitadens
"
"fukuiraptor
"
"fukuisaurus
"
"fukuititan
"
"fukuivenator
"
"fulengia
"
"fulgurotherium
"
"fushanosaurus
"
"fusinasus
"
"fusuisaurus
"
"futabasaurus
"
"futalognkosaurus
"
"gadolosaurus
"
"galeamopus
"
"galesaurus
"
"galleonosaurus
"
"gallimimus
"
"galtonia
"
"galveosaurus
"
"galvesaurus
"
"gannansaurus
"
"gansutitan
"
"ganzhousaurus
"
"gargoyleosaurus
"
"garudimimus
"
"gasosaurus
"
"gasparinisaura
"
"gastonia
"
"gavinosaurus
"
"geminiraptor
"
"genusaurus
"
"genyodectes
"
"geranosaurus
"
"gideonmantellia
"
"giganotosaurus
"
"gigantoraptor
"
"gigantosaurus
"
"gigantosaurus
"
"gigantoscelus
"
"gigantspinosaurus
"
"gilmoreosaurus
"
"ginnareemimus
"
"giraffatitan
"
"glacialisaurus
"
"glishades
"
"glyptodontopelta
"
"gnathovorax
"
"gobiceratops
"
"gobihadros
"
"gobiraptor
"
"gobisaurus
"
"gobititan
"
"gobivenator
"
"godzillasaurus
"
"gojirasaurus
"
"gondwanatitan
"
"gongbusaurus
"
"gongpoquansaurus
"
"gongxianosaurus
"
"gorgosaurus
"
"goyocephale
"
"graciliceratops
"
"graciliraptor
"
"gracilisuchus
"
"gravitholus
"
"gresslyosaurus
"
"griphornis
"
"griphosaurus
"
"gryphoceratops
"
"gryponyx
"
"gryposaurus
"
"gspsaurus
"
"guaibasaurus
"
"gualicho
"
"guanlong
"
"gwyneddosaurus
"
"gyposaurus
"
"hadrosauravus
"
"hadrosaurus
"
"haestasaurus
"
"hagryphus
"
"hallopus
"
"halszkaraptor
"
"halticosaurus
"
"hanssuesia
"
"hanwulosaurus
"
"haplocanthosaurus
"
"haplocanthus
"
"haplocheirus
"
"harpymimus
"
"haya
"
"hecatasaurus
"
"heilongjiangosaurus
"
"heishansaurus
"
"helioceratops
"
"helopus
"
"heptasteornis
"
"herbstosaurus
"
"herrerasaurus
"
"hesperonychus
"
"hesperornithoides
"
"hesperosaurus
"
"heterodontosaurus
"
"heterosaurus
"
"hexing
"
"hexinlusaurus
"
"heyuannia
"
"hierosaurus
"
"hikanodon
"
"hippodraco
"
"hironosaurus
"
"hisanohamasaurus
"
"histriasaurus
"
"homalocephale
"
"honghesaurus
"
"hongshanosaurus
"
"hoplitosaurus
"
"hoplosaurus
"
"horshamosaurus
"
"hortalotarsus
"
"huabeisaurus
"
"hualianceratops
"
"huanansaurus
"
"huanghetitan
"
"huangshanlong
"
"huaxiagnathus
"
"huaxiaosaurus
"
"huaxiasaurus
"
"huayangosaurus
"
"hudiesaurus
"
"huehuecanauhtlus
"
"huinculsaurus
"
"hulsanpes
"
"hungarosaurus
"
"huxleysaurus
"
"hylaeosaurus
"
"hylosaurus
"
"hypacrosaurus
"
"hypselorhachis
"
"hypselosaurus
"
"hypselospinus
"
"hypsibema
"
"hypsilophodon
"
"hypsirhophus
"
"ichabodcraniosaurus
"
"ichthyovenator
"
"ignavusaurus
"
"iguanacolossus
"
"iguanodon
"
"iguanoides
"
"iguanosaurus
"
"iliosuchus
"
"ilokelesia
"
"imperobator
"
"incisivosaurus
"
"indosaurus
"
"indosuchus
"
"ingenia
"
"ingentia
"
"inosaurus
"
"invictarx
"
"irisosaurus
"
"irritator
"
"isaberrysaura
"
"isanosaurus
"
"isasicursor
"
"ischioceratops
"
"ischisaurus
"
"ischyrosaurus
"
"isisaurus
"
"issasaurus
"
"itapeuasaurus
"
"itemirus
"
"iuticosaurus
"
"jainosaurus
"
"jaklapallisaurus
"
"janenschia
"
"jaxartosaurus
"
"jeholosaurus
"
"jenghizkhan
"
"jensenosaurus
"
"jeyawati
"
"jianchangosaurus
"
"jiangjunmiaosaurus
"
"jiangjunosaurus
"
"jiangshanosaurus
"
"jiangxisaurus
"
"jianianhualong
"
"jinbeisaurus
"
"jinfengopteryx
"
"jingshanosaurus
"
"jintasaurus
"
"jinyunpelta
"
"jinzhousaurus
"
"jiutaisaurus
"
"jobaria
"
"jubbulpuria
"
"judiceratops
"
"jurapteryx
"
"jurassosaurus
"
"juratyrant
"
"juravenator
"
"kaatedocus
"
"kagasaurus
"
"kaijiangosaurus
"
"kaijutitan
"
"kakuru
"
"kamuysaurus
"
"kangnasaurus
"
"karongasaurus
"
"katepensaurus
"
"katsuyamasaurus
"
"kayentavenator
"
"kazaklambia
"
"kelmayisaurus
"
"kemkemia
"
"kentrosaurus
"
"kentrurosaurus
"
"kerberosaurus
"
"khaan
"
"khetranisaurus
"
"kholumolumo
"
"kileskus
"
"kinnareemimus
"
"kitadanisaurus
"
"kittysaurus
"
"klamelisaurus
"
"kol
"
"koparion
"
"koreaceratops
"
"koreanosaurus
"
"koreanosaurus
"
"koshisaurus
"
"kosmoceratops
"
"kotasaurus
"
"koutalisaurus
"
"kritosaurus
"
"kryptops
"
"krzyzanowskisaurus
"
"kukufeldia
"
"kulceratops
"
"kulindadromeus
"
"kulindapteryx
"
"kunbarrasaurus
"
"kundurosaurus
"
"kunmingosaurus
"
"kuszholia
"
"labocania
"
"labrosaurus
"
"laelaps
"
"laevisuchus
"
"lagerpeton
"
"lagosuchus
"
"laiyangosaurus
"
"lajasvenator
"
"lamaceratops
"
"lambeosaurus
"
"lametasaurus
"
"lamplughsaura
"
"lanasaurus
"
"lancangosaurus
"
"lancanjiangosaurus
"
"lanzhousaurus
"
"laosaurus
"
"lapampasaurus
"
"laplatasaurus
"
"lapparentosaurus
"
"laquintasaura
"
"latenivenatrix
"
"latirhinus
"
"lavocatisaurus
"
"leaellynasaura
"
"ledumahadi
"
"leinkupal
"
"leipsanosaurus
"
"lengosaurus
"
"leonerasaurus
"
"lepidocheirosaurus
"
"lepidus
"
"leptoceratops
"
"leptorhynchos
"
"leptospondylus
"
"leshansaurus
"
"lesothosaurus
"
"lessemsaurus
"
"levnesovia
"
"lewisuchus
"
"lexovisaurus
"
"leyesaurus
"
"liaoceratops
"
"liaoningosaurus
"
"liaoningotitan
"
"liaoningvenator
"
"liassaurus
"
"libycosaurus
"
"ligabueino
"
"ligabuesaurus
"
"ligomasaurus
"
"likhoelesaurus
"
"liliensternus
"
"limaysaurus
"
"limnornis
"
"limnosaurus
"
"limusaurus
"
"lingwulong
"
"lingyuanosaurus
"
"linhenykus
"
"linheraptor
"
"linhevenator
"
"lirainosaurus
"
"lisboasaurus
"
"liubangosaurus
"
"lohuecotitan
"
"loncosaurus
"
"longisquama
"
"longosaurus
"
"lophorhothon
"
"lophostropheus
"
"loricatosaurus
"
"loricosaurus
"
"losillasaurus
"
"lourinhanosaurus
"
"lourinhasaurus
"
"luanchuanraptor
"
"luanpingosaurus
"
"lucianosaurus
"
"lucianovenator
"
"lufengosaurus
"
"lukousaurus
"
"luoyanggia
"
"lurdusaurus
"
"lusitanosaurus
"
"lusotitan
"
"lusovenator
"
"lycorhinus
"
"lythronax
"
"macelognathus
"
"machairasaurus
"
"machairoceratops
"
"macrocollum
"
"macrodontophion
"
"macrogryphosaurus
"
"macrophalangia
"
"macroscelosaurus
"
"macrurosaurus
"
"madsenius
"
"magnamanus
"
"magnapaulia
"
"magnirostris
"
"magnosaurus
"
"magulodon
"
"magyarosaurus
"
"mahakala
"
"mahuidacursor
"
"maiasaura
"
"majungasaurus
"
"majungatholus
"
"malarguesaurus
"
"malawisaurus
"
"maleevosaurus
"
"maleevus
"
"mamenchisaurus
"
"mandschurosaurus
"
"manidens
"
"manospondylus
"
"mansourasaurus
"
"mantellisaurus
"
"mantellodon
"
"mapusaurus
"
"maraapunisaurus
"
"marasuchus
"
"marisaurus
"
"marmarospondylus
"
"marshosaurus
"
"martharaptor
"
"masiakasaurus
"
"massospondylus
"
"matheronodon
"
"maxakalisaurus
"
"medusaceratops
"
"megacervixosaurus
"
"megadactylus
"
"megadontosaurus
"
"megalosaurus
"
"megapnosaurus
"
"megaraptor
"
"mei
"
"melanorosaurus
"
"mendozasaurus
"
"mercuriceratops
"
"meroktenos
"
"metriacanthosaurus
"
"microcephale
"
"microceratops
"
"microceratus
"
"microcoelus
"
"microdontosaurus
"
"microhadrosaurus
"
"micropachycephalosaurus
"
"microraptor
"
"microvenator
"
"mierasaurus
"
"mifunesaurus
"
"minmi
"
"minotaurasaurus
"
"miragaia
"
"mirischia
"
"mnyamawamtuka
"
"moabosaurus
"
"mochlodon
"
"mohammadisaurus
"
"mojoceratops
"
"mongolosaurus
"
"mongolostegus
"
"monkonosaurus
"
"monoclonius
"
"monolophosaurus
"
"mononychus
"
"mononykus
"
"montanoceratops
"
"morelladon
"
"morinosaurus
"
"moros
"
"morosaurus
"
"morrosaurus
"
"mosaiceratops
"
"moshisaurus
"
"mtapaiasaurus
"
"mtotosaurus
"
"murusraptor
"
"mussaurus
"
"muttaburrasaurus
"
"muyelensaurus
"
"mymoorapelta
"
"naashoibitosaurus
"
"nambalia
"
"nankangia
"
"nanningosaurus
"
"nanosaurus
"
"nanotyrannus
"
"nanshiungosaurus
"
"nanuqsaurus
"
"nanyangosaurus
"
"narambuenatitan
"
"nasutoceratops
"
"natronasaurus
"
"navajoceratops
"
"nebulasaurus
"
"nectosaurus
"
"nedcolbertia
"
"nedoceratops
"
"neimongosaurus
"
"nemegtia
"
"nemegtomaia
"
"nemegtonykus
"
"nemegtosaurus
"
"neosaurus
"
"neosodon
"
"neovenator
"
"neuquenraptor
"
"neuquensaurus
"
"newtonsaurus
"
"ngexisaurus
"
"ngwevu
"
"nhandumirim
"
"nicksaurus
"
"nigersaurus
"
"ningyuansaurus
"
"niobrarasaurus
"
"nipponosaurus
"
"noasaurus
"
"nodocephalosaurus
"
"nodosaurus
"
"nomingia
"
"nopcsaspondylus
"
"normanniasaurus
"
"notatesseraeraptor
"
"nothronychus
"
"notoceratops
"
"notocolossus
"
"notohypsilophodon
"
"nqwebasaurus
"
"nteregosaurus
"
"nullotitan
"
"nurosaurus
"
"nuthetes
"
"nyasasaurus
"
"nyororosaurus
"
"oceanotitan
"
"ohmdenosaurus
"
"ojoceratops
"
"ojoraptorsaurus
"
"oligosaurus
"
"olorotitan
"
"omeisaurus
"
"omosaurus
"
"onychosaurus
"
"oohkotokia
"
"opisthocoelicaudia
"
"oplosaurus
"
"orcomimus
"
"orinosaurus
"
"orkoraptor
"
"ornatotholus
"
"ornithodesmus
"
"ornithoides
"
"ornitholestes
"
"ornithomerus
"
"ornithomimoides
"
"ornithomimus
"
"ornithopsis
"
"ornithosuchus
"
"ornithotarsus
"
"orodromeus
"
"orosaurus
"
"orthogoniosaurus
"
"orthomerus
"
"oryctodromeus
"
"oshanosaurus
"
"osmakasaurus
"
"ostafrikasaurus
"
"ostromia
"
"othnielia
"
"othnielosaurus
"
"otogosaurus
"
"ouranosaurus
"
"overoraptor
"
"overosaurus
"
"oviraptor
"
"ovoraptor
"
"owenodon
"
"oxalaia
"
"ozraptor
"
"pachycephalosaurus
"
"pachyrhinosaurus
"
"pachysauriscus
"
"pachysaurops
"
"pachysaurus
"
"pachyspondylus
"
"pachysuchus
"
"padillasaurus
"
"pakisaurus
"
"palaeoctonus
"
"palaeocursornis
"
"palaeolimnornis
"
"palaeopteryx
"
"palaeosauriscus
"
"palaeosaurus
"
"palaeosaurus
"
"palaeoscincus
"
"paleosaurus
"
"paludititan
"
"paluxysaurus
"
"pampadromaeus
"
"pamparaptor
"
"panamericansaurus
"
"pandoravenator
"
"panguraptor
"
"panoplosaurus
"
"panphagia
"
"pantydraco
"
"paraiguanodon
"
"paralititan
"
"paranthodon
"
"pararhabdodon
"
"parasaurolophus
"
"paraxenisaurus
"
"pareiasaurus
"
"pareisactus
"
"parksosaurus
"
"paronychodon
"
"parrosaurus
"
"parvicursor
"
"patagonykus
"
"patagosaurus
"
"patagotitan
"
"pawpawsaurus
"
"pectinodon
"
"pedopenna
"
"pegomastax
"
"peishansaurus
"
"pekinosaurus
"
"pelecanimimus
"
"pellegrinisaurus
"
"peloroplites
"
"pelorosaurus
"
"peltosaurus
"
"penelopognathus
"
"pentaceratops
"
"petrobrasaurus
"
"phaedrolosaurus
"
"philovenator
"
"phuwiangosaurus
"
"phuwiangvenator
"
"phyllodon
"
"piatnitzkysaurus
"
"picrodon
"
"pilmatueia
"
"pinacosaurus
"
"pisanosaurus
"
"pitekunsaurus
"
"piveteausaurus
"
"planicoxa
"
"plateosauravus
"
"plateosaurus
"
"platyceratops
"
"platypelta
"
"plesiohadros
"
"pleurocoelus
"
"pleuropeltus
"
"pneumatoarthrus
"
"pneumatoraptor
"
"podokesaurus
"
"poekilopleuron
"
"polacanthoides
"
"polacanthus
"
"polyodontosaurus
"
"polyonax
"
"ponerosteus
"
"poposaurus
"
"postosuchus
"
"powellvenator
"
"pradhania
"
"prenocephale
"
"prenoceratops
"
"priconodon
"
"priodontognathus
"
"proa
"
"probactrosaurus
"
"probrachylophosaurus
"
"proceratops
"
"proceratosaurus
"
"procerosaurus
"
"procerosaurus
"
"procheneosaurus
"
"procompsognathus
"
"prodeinodon
"
"proiguanodon
"
"propanoplosaurus
"
"proplanicoxa
"
"prosaurolophus
"
"protarchaeopteryx
"
"protecovasaurus
"
"protiguanodon
"
"protoavis
"
"protoceratops
"
"protognathosaurus
"
"protognathus
"
"protohadros
"
"protorosaurus
"
"protorosaurus
"
"protrachodon
"
"proyandusaurus
"
"pseudolagosuchus
"
"psittacosaurus
"
"pteropelyx
"
"pterospondylus
"
"puertasaurus
"
"pukyongosaurus
"
"pulanesaura
"
"pycnonemosaurus
"
"pyroraptor
"
"qantassaurus
"
"qianzhousaurus
"
"qiaowanlong
"
"qijianglong
"
"qingxiusaurus
"
"qinlingosaurus
"
"qiupalong
"
"qiupanykus
"
"quaesitosaurus
"
"quetecsaurus
"
"quilmesaurus
"
"rachitrema
"
"rahiolisaurus
"
"rahona
"
"rahonavis
"
"rajasaurus
"
"rapator
"
"rapetosaurus
"
"raptorex
"
"ratchasimasaurus
"
"rativates
"
"rayososaurus
"
"razanandrongobe
"
"rebbachisaurus
"
"regaliceratops
"
"regnosaurus
"
"revueltosaurus
"
"rhabdodon
"
"rhadinosaurus
"
"rhinorex
"
"rhodanosaurus
"
"rhoetosaurus
"
"rhopalodon
"
"riabininohadros
"
"richardoestesia
"
"rileya
"
"rileyasuchus
"
"rinchenia
"
"rinconsaurus
"
"rioarribasaurus
"
"riodevasaurus
"
"riojasaurus
"
"riojasuchus
"
"rocasaurus
"
"roccosaurus
"
"ronaldoraptor
"
"rubeosaurus
"
"ruehleia
"
"rugocaudia
"
"rugops
"
"rukwatitan
"
"ruyangosaurus
"
"sacisaurus
"
"sahaliyania
"
"saichania
"
"saldamosaurus
"
"salimosaurus
"
"saltasaurus
"
"saltopus
"
"saltriosaurus
"
"saltriovenator
"
"sanchusaurus
"
"sangonghesaurus
"
"sanjuansaurus
"
"sanpasaurus
"
"santanaraptor
"
"sanxiasaurus
"
"sarahsaurus
"
"saraikimasoom
"
"sarcolestes
"
"sarcosaurus
"
"sarmientosaurus
"
"saturnalia
"
"sauraechinodon
"
"sauraechmodon
"
"saurechinodon
"
"saurolophus
"
"sauroniops
"
"sauropelta
"
"saurophaganax
"
"saurophagus
"
"sauroplites
"
"sauroposeidon
"
"saurornithoides
"
"saurornitholestes
"
"savannasaurus
"
"scansoriopteryx
"
"scaphonyx
"
"scelidosaurus
"
"schleitheimia
"
"scipionyx
"
"sciurumimus
"
"scleromochlus
"
"scolosaurus
"
"scutellosaurus
"
"secernosaurus
"
"sefapanosaurus
"
"segisaurus
"
"segnosaurus
"
"seismosaurus
"
"seitaad
"
"sektensaurus
"
"selimanosaurus
"
"sellacoxa
"
"sellosaurus
"
"serendipaceratops
"
"serikornis
"
"shamosaurus
"
"shanag
"
"shanshanosaurus
"
"shantungosaurus
"
"shanxia
"
"shanyangosaurus
"
"shaochilong
"
"shenzhousaurus
"
"shidaisaurus
"
"shingopana
"
"shishugounykus
"
"shixinggia
"
"shuangbaisaurus
"
"shuangmiaosaurus
"
"shunosaurus
"
"shuvosaurus
"
"shuvuuia
"
"siamodon
"
"siamodracon
"
"siamosaurus
"
"siamotyrannus
"
"siamraptor
"
"siats
"
"sibirosaurus
"
"sibirotitan
"
"sidormimus
"
"sigilmassasaurus
"
"silesaurus
"
"siluosaurus
"
"silvisaurus
"
"similicaudipteryx
"
"sinocalliopteryx
"
"sinoceratops
"
"sinocoelurus
"
"sinopelta
"
"sinopeltosaurus
"
"sinopliosaurus
"
"sinornithoides
"
"sinornithomimus
"
"sinornithosaurus
"
"sinosauropteryx
"
"sinosaurus
"
"sinotyrannus
"
"sinovenator
"
"sinraptor
"
"sinusonasus
"
"sirindhorna
"
"skorpiovenator
"
"smilodon
"
"sonidosaurus
"
"sonorasaurus
"
"soriatitan
"
"soumyasaurus
"
"sphaerotholus
"
"sphenosaurus
"
"sphenospondylus
"
"spiclypeus
"
"spinophorosaurus
"
"spinops
"
"spinosaurus
"
"spinostropheus
"
"spinosuchus
"
"spondylosoma
"
"squalodon
"
"staurikosaurus
"
"stegoceras
"
"stegopelta
"
"stegosaurides
"
